region,input,output,tambon_input,district_input,province_input,postcode_input,tambon_output,district_output,province_output,postcode_output,check
ภาคตะวันออกเฉียงเหนือ,นามะเฟือง เมืองหนองบัวลำภู หนองบัวลำภู 39000,"['O', 'O', 'O', 'POST']",นามะเฟือง,เมืองหนองบัวลำภู,หนองบัวลำภู,39000,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,บ้านพร้าว เมืองหนองบัวลำภู หนองบัวลำภู 39000,"['O', 'O', 'O', 'POST']",บ้านพร้าว,เมืองหนองบัวลำภู,หนองบัวลำภู,39000,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,โนนขมิ้น เมืองหนองบัวลำภู หนองบัวลำภู 39000,"['LOC', 'LOC', 'LOC', 'POST']",โนนขมิ้น,เมืองหนองบัวลำภู,หนองบัวลำภู,39000,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,ลำภู เมืองหนองบัวลำภู หนองบัวลำภู 39000,"['O', 'O', 'O', 'POST']",ลำภู,เมืองหนองบัวลำภู,หนองบัวลำภู,39000,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,กุดจิก เมืองหนองบัวลำภู หนองบัวลำภู 39000,"['O', 'O', 'O', 'POST']",กุดจิก,เมืองหนองบัวลำภู,หนองบัวลำภู,39000,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,โนนทัน เมืองหนองบัวลำภู หนองบัวลำภู 39000,"['LOC', 'LOC', 'LOC', 'POST']",โนนทัน,เมืองหนองบัวลำภู,หนองบัวลำภู,39000,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,นาคำไฮ เมืองหนองบัวลำภู หนองบัวลำภู 39000,"['O', 'O', 'O', 'POST']",นาคำไฮ,เมืองหนองบัวลำภู,หนองบัวลำภู,39000,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,ป่าไม้งาม เมืองหนองบัวลำภู หนองบัวลำภู 39000,"['LOC', 'LOC', 'LOC', 'POST']",ป่าไม้งาม,เมืองหนองบัวลำภู,หนองบัวลำภู,39000,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,หนองหว้า เมืองหนองบัวลำภู หนองบัวลำภู 39000,"['O', 'O', 'O', 'POST']",หนองหว้า,เมืองหนองบัวลำภู,หนองบัวลำภู,39000,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,นากลาง นากลาง หนองบัวลำภู 39170,"['O', 'O', 'O', 'POST']",นากลาง,นากลาง,หนองบัวลำภู,39170,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,ด่านช้าง นากลาง หนองบัวลำภู 39170,"['O', 'O', 'O', 'POST']",ด่านช้าง,นากลาง,หนองบัวลำภู,39170,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,กุดดินจี่ นากลาง หนองบัวลำภู 39350,"['O', 'O', 'O', 'POST']",กุดดินจี่,นากลาง,หนองบัวลำภู,39350,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,ฝั่งแดง นากลาง หนองบัวลำภู 39170,"['O', 'O', 'O', 'POST']",ฝั่งแดง,นากลาง,หนองบัวลำภู,39170,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,เก่ากลอย นากลาง หนองบัวลำภู 39350,"['O', 'O', 'O', 'POST']",เก่ากลอย,นากลาง,หนองบัวลำภู,39350,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,โนนเมือง นากลาง หนองบัวลำภู 39170,"['O', 'O', 'O', 'POST']",โนนเมือง,นากลาง,หนองบัวลำภู,39170,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,อุทัยสวรรค์ นากลาง หนองบัวลำภู 39170,"['O', 'O', 'O', 'POST']",อุทัยสวรรค์,นากลาง,หนองบัวลำภู,39170,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,ดงสวรรค์ นากลาง หนองบัวลำภู 39350,"['O', 'O', 'O', 'POST']",ดงสวรรค์,นากลาง,หนองบัวลำภู,39350,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,กุดแห่ นากลาง หนองบัวลำภู 39170,"['O', 'O', 'O', 'POST']",กุดแห่,นากลาง,หนองบัวลำภู,39170,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,โนนสัง โนนสัง หนองบัวลำภู 39140,"['LOC', 'LOC', 'LOC', 'POST']",โนนสัง,โนนสัง,หนองบัวลำภู,39140,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,บ้านถิ่น โนนสัง หนองบัวลำภู 39140,"['LOC', 'LOC', 'LOC', 'POST']",บ้านถิ่น,โนนสัง,หนองบัวลำภู,39140,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,หนองเรือ โนนสัง หนองบัวลำภู 39140,"['LOC', 'LOC', 'LOC', 'POST']",หนองเรือ,โนนสัง,หนองบัวลำภู,39140,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,กุดดู่ โนนสัง หนองบัวลำภู 39140,"['O', 'LOC', 'LOC', 'POST']",กุดดู่,โนนสัง,หนองบัวลำภู,39140,O,LOC,LOC,POST,False
ภาคตะวันออกเฉียงเหนือ,บ้านค้อ โนนสัง หนองบัวลำภู 39140,"['LOC', 'LOC', 'LOC', 'POST']",บ้านค้อ,โนนสัง,หนองบัวลำภู,39140,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,โนนเมือง โนนสัง หนองบัวลำภู 39140,"['LOC', 'LOC', 'LOC', 'POST']",โนนเมือง,โนนสัง,หนองบัวลำภู,39140,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,โคกใหญ่ โนนสัง หนองบัวลำภู 39140,"['LOC', 'LOC', 'LOC', 'POST']",โคกใหญ่,โนนสัง,หนองบัวลำภู,39140,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,โคกม่วง โนนสัง หนองบัวลำภู 39140,"['LOC', 'LOC', 'LOC', 'POST']",โคกม่วง,โนนสัง,หนองบัวลำภู,39140,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,นิคมพัฒนา โนนสัง หนองบัวลำภู 39140,"['LOC', 'LOC', 'LOC', 'POST']",นิคมพัฒนา,โนนสัง,หนองบัวลำภู,39140,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,ปางกู่ โนนสัง หนองบัวลำภู 39140,"['O', 'LOC', 'LOC', 'POST']",ปางกู่,โนนสัง,หนองบัวลำภู,39140,O,LOC,LOC,POST,False
ภาคตะวันออกเฉียงเหนือ,เมืองใหม่ ศรีบุญเรือง หนองบัวลำภู 39180,"['O', 'O', 'O', 'POST']",เมืองใหม่,ศรีบุญเรือง,หนองบัวลำภู,39180,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,ศรีบุญเรือง ศรีบุญเรือง หนองบัวลำภู 39180,"['O', 'O', 'O', 'POST']",ศรีบุญเรือง,ศรีบุญเรือง,หนองบัวลำภู,39180,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,หนองบัวใต้ ศรีบุญเรือง หนองบัวลำภู 39180,"['O', 'O', 'O', 'POST']",หนองบัวใต้,ศรีบุญเรือง,หนองบัวลำภู,39180,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,กุดสะเทียน ศรีบุญเรือง หนองบัวลำภู 39180,"['O', 'O', 'O', 'POST']",กุดสะเทียน,ศรีบุญเรือง,หนองบัวลำภู,39180,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,นากอก ศรีบุญเรือง หนองบัวลำภู 39180,"['O', 'O', 'O', 'POST']",นากอก,ศรีบุญเรือง,หนองบัวลำภู,39180,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,โนนสะอาด ศรีบุญเรือง หนองบัวลำภู 39180,"['O', 'O', 'O', 'POST']",โนนสะอาด,ศรีบุญเรือง,หนองบัวลำภู,39180,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,ยางหล่อ ศรีบุญเรือง หนองบัวลำภู 39180,"['O', 'O', 'O', 'POST']",ยางหล่อ,ศรีบุญเรือง,หนองบัวลำภู,39180,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,โนนม่วง ศรีบุญเรือง หนองบัวลำภู 39180,"['O', 'O', 'O', 'POST']",โนนม่วง,ศรีบุญเรือง,หนองบัวลำภู,39180,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,หนองกุงแก้ว ศรีบุญเรือง หนองบัวลำภู 39180,"['O', 'O', 'O', 'POST']",หนองกุงแก้ว,ศรีบุญเรือง,หนองบัวลำภู,39180,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,หนองแก ศรีบุญเรือง หนองบัวลำภู 39180,"['O', 'O', 'O', 'POST']",หนองแก,ศรีบุญเรือง,หนองบัวลำภู,39180,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,ทรายทอง ศรีบุญเรือง หนองบัวลำภู 39180,"['O', 'O', 'O', 'POST']",ทรายทอง,ศรีบุญเรือง,หนองบัวลำภู,39180,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,หันนางาม ศรีบุญเรือง หนองบัวลำภู 39180,"['O', 'O', 'O', 'POST']",หันนางาม,ศรีบุญเรือง,หนองบัวลำภู,39180,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,นาสี สุวรรณคูหา หนองบัวลำภู 39270,"['O', 'O', 'O', 'POST']",นาสี,สุวรรณคูหา,หนองบัวลำภู,39270,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,บ้านโคก สุวรรณคูหา หนองบัวลำภู 39270,"['O', 'O', 'O', 'POST']",บ้านโคก,สุวรรณคูหา,หนองบัวลำภู,39270,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,นาดี สุวรรณคูหา หนองบัวลำภู 39270,"['O', 'O', 'O', 'POST']",นาดี,สุวรรณคูหา,หนองบัวลำภู,39270,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,นาด่าน สุวรรณคูหา หนองบัวลำภู 39270,"['O', 'O', 'O', 'POST']",นาด่าน,สุวรรณคูหา,หนองบัวลำภู,39270,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,ดงมะไฟ สุวรรณคูหา หนองบัวลำภู 39270,"['O', 'O', 'O', 'POST']",ดงมะไฟ,สุวรรณคูหา,หนองบัวลำภู,39270,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,สุวรรณคูหา สุวรรณคูหา หนองบัวลำภู 39270,"['O', 'O', 'O', 'POST']",สุวรรณคูหา,สุวรรณคูหา,หนองบัวลำภู,39270,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,บุญทัน สุวรรณคูหา หนองบัวลำภู 39270,"['O', 'O', 'O', 'POST']",บุญทัน,สุวรรณคูหา,หนองบัวลำภู,39270,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,กุดผึ้ง สุวรรณคูหา หนองบัวลำภู 39270,"['O', 'O', 'O', 'POST']",กุดผึ้ง,สุวรรณคูหา,หนองบัวลำภู,39270,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,นาเหล่า นาวัง หนองบัวลำภู 39170,"['LOC', 'LOC', 'LOC', 'POST']",นาเหล่า,นาวัง,หนองบัวลำภู,39170,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,นาแก นาวัง หนองบัวลำภู 39170,"['O', 'O', 'O', 'POST']",นาแก,นาวัง,หนองบัวลำภู,39170,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,วังทอง นาวัง หนองบัวลำภู 39170,"['O', 'O', 'O', 'POST']",วังทอง,นาวัง,หนองบัวลำภู,39170,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,วังปลาป้อม นาวัง หนองบัวลำภู 39170,"['O', 'O', 'O', 'POST']",วังปลาป้อม,นาวัง,หนองบัวลำภู,39170,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,เทพคีรี นาวัง หนองบัวลำภู 39170,"['O', 'O', 'O', 'POST']",เทพคีรี,นาวัง,หนองบัวลำภู,39170,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,ในเมือง เมืองขอนแก่น ขอนแก่น 40000,"['O', 'O', 'O', 'POST']",ในเมือง,เมืองขอนแก่น,ขอนแก่น,40000,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,สำราญ เมืองขอนแก่น ขอนแก่น 40000,"['LOC', 'LOC', 'LOC', 'POST']",สำราญ,เมืองขอนแก่น,ขอนแก่น,40000,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,โคกสี เมืองขอนแก่น ขอนแก่น 40000,"['LOC', 'LOC', 'LOC', 'POST']",โคกสี,เมืองขอนแก่น,ขอนแก่น,40000,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,ท่าพระ เมืองขอนแก่น ขอนแก่น 40260,"['LOC', 'LOC', 'LOC', 'POST']",ท่าพระ,เมืองขอนแก่น,ขอนแก่น,40260,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,บ้านทุ่ม เมืองขอนแก่น ขอนแก่น 40000,"['O', 'O', 'O', 'POST']",บ้านทุ่ม,เมืองขอนแก่น,ขอนแก่น,40000,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,เมืองเก่า เมืองขอนแก่น ขอนแก่น 40000,"['O', 'O', 'O', 'POST']",เมืองเก่า,เมืองขอนแก่น,ขอนแก่น,40000,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,พระลับ เมืองขอนแก่น ขอนแก่น 40000,"['LOC', 'LOC', 'LOC', 'POST']",พระลับ,เมืองขอนแก่น,ขอนแก่น,40000,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,สาวะถี เมืองขอนแก่น ขอนแก่น 40000,"['O', 'O', 'O', 'POST']",สาวะถี,เมืองขอนแก่น,ขอนแก่น,40000,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,บ้านหว้า เมืองขอนแก่น ขอนแก่น 40000,"['O', 'O', 'O', 'POST']",บ้านหว้า,เมืองขอนแก่น,ขอนแก่น,40000,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,บ้านค้อ เมืองขอนแก่น ขอนแก่น 40000,"['LOC', 'LOC', 'LOC', 'POST']",บ้านค้อ,เมืองขอนแก่น,ขอนแก่น,40000,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,แดงใหญ่ เมืองขอนแก่น ขอนแก่น 40000,"['O', 'O', 'O', 'POST']",แดงใหญ่,เมืองขอนแก่น,ขอนแก่น,40000,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,ดอนช้าง เมืองขอนแก่น ขอนแก่น 40000,"['LOC', 'LOC', 'LOC', 'POST']",ดอนช้าง,เมืองขอนแก่น,ขอนแก่น,40000,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,ดอนหัน เมืองขอนแก่น ขอนแก่น 40260,"['LOC', 'LOC', 'LOC', 'POST']",ดอนหัน,เมืองขอนแก่น,ขอนแก่น,40260,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,ศิลา เมืองขอนแก่น ขอนแก่น 40000,"['O', 'O', 'O', 'POST']",ศิลา,เมืองขอนแก่น,ขอนแก่น,40000,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,บ้านเป็ด เมืองขอนแก่น ขอนแก่น 40000,"['O', 'O', 'O', 'POST']",บ้านเป็ด,เมืองขอนแก่น,ขอนแก่น,40000,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,หนองตูม เมืองขอนแก่น ขอนแก่น 40000,"['O', 'O', 'O', 'POST']",หนองตูม,เมืองขอนแก่น,ขอนแก่น,40000,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,บึงเนียม เมืองขอนแก่น ขอนแก่น 40000,"['O', 'O', 'O', 'POST']",บึงเนียม,เมืองขอนแก่น,ขอนแก่น,40000,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,โนนท่อน เมืองขอนแก่น ขอนแก่น 40000,"['LOC', 'LOC', 'LOC', 'POST']",โนนท่อน,เมืองขอนแก่น,ขอนแก่น,40000,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,หนองบัว บ้านฝาง ขอนแก่น 40270,"['O', 'O', 'O', 'POST']",หนองบัว,บ้านฝาง,ขอนแก่น,40270,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,ป่าหวายนั่ง บ้านฝาง ขอนแก่น 40270,"['LOC', 'LOC', 'LOC', 'POST']",ป่าหวายนั่ง,บ้านฝาง,ขอนแก่น,40270,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,โนนฆ้อง บ้านฝาง ขอนแก่น 40270,"['LOC', 'LOC', 'LOC', 'POST']",โนนฆ้อง,บ้านฝาง,ขอนแก่น,40270,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,บ้านเหล่า บ้านฝาง ขอนแก่น 40270,"['O', 'O', 'O', 'POST']",บ้านเหล่า,บ้านฝาง,ขอนแก่น,40270,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,ป่ามะนาว บ้านฝาง ขอนแก่น 40270,"['LOC', 'LOC', 'LOC', 'POST']",ป่ามะนาว,บ้านฝาง,ขอนแก่น,40270,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,บ้านฝาง บ้านฝาง ขอนแก่น 40270,"['O', 'O', 'O', 'POST']",บ้านฝาง,บ้านฝาง,ขอนแก่น,40270,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,โคกงาม บ้านฝาง ขอนแก่น 40270,"['LOC', 'LOC', 'LOC', 'POST']",โคกงาม,บ้านฝาง,ขอนแก่น,40270,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,พระยืน พระยืน ขอนแก่น 40320,"['LOC', 'LOC', 'LOC', 'POST']",พระยืน,พระยืน,ขอนแก่น,40320,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,พระบุ พระยืน ขอนแก่น 40320,"['LOC', 'LOC', 'LOC', 'POST']",พระบุ,พระยืน,ขอนแก่น,40320,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,บ้านโต้น พระยืน ขอนแก่น 40320,"['LOC', 'LOC', 'LOC', 'POST']",บ้านโต้น,พระยืน,ขอนแก่น,40320,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,หนองแวง พระยืน ขอนแก่น 40320,"['LOC', 'LOC', 'LOC', 'POST']",หนองแวง,พระยืน,ขอนแก่น,40320,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,ขามป้อม พระยืน ขอนแก่น 40320,"['LOC', 'LOC', 'LOC', 'POST']",ขามป้อม,พระยืน,ขอนแก่น,40320,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,หนองเรือ หนองเรือ ขอนแก่น 40210,"['O', 'O', 'O', 'POST']",หนองเรือ,หนองเรือ,ขอนแก่น,40210,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,บ้านเม็ง หนองเรือ ขอนแก่น 40210,"['O', 'O', 'O', 'POST']",บ้านเม็ง,หนองเรือ,ขอนแก่น,40210,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,บ้านกง หนองเรือ ขอนแก่น 40240,"['O', 'O', 'O', 'POST']",บ้านกง,หนองเรือ,ขอนแก่น,40240,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,ยางคำ หนองเรือ ขอนแก่น 40240,"['O', 'O', 'O', 'POST']",ยางคำ,หนองเรือ,ขอนแก่น,40240,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,จระเข้ หนองเรือ ขอนแก่น 40240,"['LOC', 'LOC', 'LOC', 'POST']",จระเข้,หนองเรือ,ขอนแก่น,40240,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,โนนทอง หนองเรือ ขอนแก่น 40210,"['LOC', 'LOC', 'LOC', 'POST']",โนนทอง,หนองเรือ,ขอนแก่น,40210,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,กุดกว้าง หนองเรือ ขอนแก่น 40210,"['O', 'O', 'O', 'POST']",กุดกว้าง,หนองเรือ,ขอนแก่น,40210,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,โนนทัน หนองเรือ ขอนแก่น 40210,"['LOC', 'LOC', 'LOC', 'POST']",โนนทัน,หนองเรือ,ขอนแก่น,40210,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,โนนสะอาด หนองเรือ ขอนแก่น 40210,"['LOC', 'LOC', 'LOC', 'POST']",โนนสะอาด,หนองเรือ,ขอนแก่น,40210,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,บ้านผือ หนองเรือ ขอนแก่น 40240,"['O', 'O', 'O', 'POST']",บ้านผือ,หนองเรือ,ขอนแก่น,40240,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,ชุมแพ ชุมแพ ขอนแก่น 40130,"['LOC', 'LOC', 'LOC', 'POST']",ชุมแพ,ชุมแพ,ขอนแก่น,40130,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,โนนหัน ชุมแพ ขอนแก่น 40290,"['LOC', 'LOC', 'LOC', 'POST']",โนนหัน,ชุมแพ,ขอนแก่น,40290,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,นาหนองทุ่ม ชุมแพ ขอนแก่น 40290,"['O', 'O', 'O', 'POST']",นาหนองทุ่ม,ชุมแพ,ขอนแก่น,40290,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,โนนอุดม ชุมแพ ขอนแก่น 40130,"['LOC', 'LOC', 'LOC', 'POST']",โนนอุดม,ชุมแพ,ขอนแก่น,40130,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,ขัวเรียง ชุมแพ ขอนแก่น 40130,"['O', 'O', 'O', 'POST']",ขัวเรียง,ชุมแพ,ขอนแก่น,40130,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,หนองไผ่ ชุมแพ ขอนแก่น 40130,"['O', 'O', 'O', 'POST']",หนองไผ่,ชุมแพ,ขอนแก่น,40130,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,ไชยสอ ชุมแพ ขอนแก่น 40130,"['LOC', 'LOC', 'LOC', 'POST']",ไชยสอ,ชุมแพ,ขอนแก่น,40130,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,วังหินลาด ชุมแพ ขอนแก่น 40130,"['LOC', 'LOC', 'LOC', 'POST']",วังหินลาด,ชุมแพ,ขอนแก่น,40130,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,นาเพียง ชุมแพ ขอนแก่น 40130,"['LOC', 'LOC', 'LOC', 'POST']",นาเพียง,ชุมแพ,ขอนแก่น,40130,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,หนองเขียด ชุมแพ ขอนแก่น 40290,"['O', 'O', 'O', 'POST']",หนองเขียด,ชุมแพ,ขอนแก่น,40290,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,หนองเสาเล้า ชุมแพ ขอนแก่น 40130,"['O', 'O', 'O', 'POST']",หนองเสาเล้า,ชุมแพ,ขอนแก่น,40130,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,โนนสะอาด ชุมแพ ขอนแก่น 40290,"['LOC', 'LOC', 'LOC', 'POST']",โนนสะอาด,ชุมแพ,ขอนแก่น,40290,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,สีชมพู สีชมพู ขอนแก่น 40220,"['O', 'O', 'O', 'POST']",สีชมพู,สีชมพู,ขอนแก่น,40220,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,ศรีสุข สีชมพู ขอนแก่น 40220,"['O', 'O', 'O', 'POST']",ศรีสุข,สีชมพู,ขอนแก่น,40220,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,นาจาน สีชมพู ขอนแก่น 40220,"['O', 'O', 'O', 'POST']",นาจาน,สีชมพู,ขอนแก่น,40220,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,วังเพิ่ม สีชมพู ขอนแก่น 40220,"['O', 'O', 'O', 'POST']",วังเพิ่ม,สีชมพู,ขอนแก่น,40220,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,ซำยาง สีชมพู ขอนแก่น 40220,"['O', 'O', 'O', 'POST']",ซำยาง,สีชมพู,ขอนแก่น,40220,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,หนองแดง สีชมพู ขอนแก่น 40220,"['O', 'O', 'O', 'POST']",หนองแดง,สีชมพู,ขอนแก่น,40220,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,ดงลาน สีชมพู ขอนแก่น 40220,"['O', 'O', 'O', 'POST']",ดงลาน,สีชมพู,ขอนแก่น,40220,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,บริบูรณ์ สีชมพู ขอนแก่น 40220,"['O', 'O', 'O', 'POST']",บริบูรณ์,สีชมพู,ขอนแก่น,40220,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,บ้านใหม่ สีชมพู ขอนแก่น 40220,"['O', 'O', 'O', 'POST']",บ้านใหม่,สีชมพู,ขอนแก่น,40220,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,ภูห่าน สีชมพู ขอนแก่น 40220,"['O', 'O', 'O', 'POST']",ภูห่าน,สีชมพู,ขอนแก่น,40220,O,O,O,POST,False
ภาคตะวันออกเฉียงเหนือ,น้ำพอง น้ำพอง ขอนแก่น 40140,"['LOC', 'LOC', 'LOC', 'POST']",น้ำพอง,น้ำพอง,ขอนแก่น,40140,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,วังชัย น้ำพอง ขอนแก่น 40140,"['LOC', 'LOC', 'LOC', 'POST']",วังชัย,น้ำพอง,ขอนแก่น,40140,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,หนองกุง น้ำพอง ขอนแก่น 40140,"['LOC', 'LOC', 'LOC', 'POST']",หนองกุง,น้ำพอง,ขอนแก่น,40140,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,บัวใหญ่ น้ำพอง ขอนแก่น 40140,"['O', 'LOC', 'LOC', 'POST']",บัวใหญ่,น้ำพอง,ขอนแก่น,40140,O,LOC,LOC,POST,False
ภาคตะวันออกเฉียงเหนือ,สะอาด น้ำพอง ขอนแก่น 40310,"['LOC', 'LOC', 'LOC', 'POST']",สะอาด,น้ำพอง,ขอนแก่น,40310,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,ม่วงหวาน น้ำพอง ขอนแก่น 40310,"['LOC', 'LOC', 'LOC', 'POST']",ม่วงหวาน,น้ำพอง,ขอนแก่น,40310,LOC,LOC,LOC,POST,True
ภาคตะวันออกเฉียงเหนือ,บ้านขาม น้ำพอง ขอนแก่น 40140,"['LOC', 'LOC', 'LOC', 'POST']",บ้านขาม,น้ำพอง,ขอนแก่น,40140,LOC,LOC,LOC,POST,True
